Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2011,Female,15 years old and over,-,-,17.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2011,Male,15 years old and over,-,-,33.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2011,Both sexes,15 years old and over,-,-,25.47,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2014,Female,15 years old and over,-,-,15.53,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2014,Male,15 years old and over,-,-,33.31,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2014,Both sexes,15 years old and over,-,-,24.62,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2017,Female,15 years old and over,-,-,26.61,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2017,Male,15 years old and over,-,-,56.28,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,400,Jordan,2017,Both sexes,15 years old and over,-,-,42.49,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2011,Female,15 years old and over,-,-,79.61,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2011,Male,15 years old and over,-,-,92.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2011,Both sexes,15 years old and over,-,-,86.77,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2014,Female,15 years old and over,-,-,64,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2014,Male,15 years old and over,-,-,79.3,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2014,Both sexes,15 years old and over,-,-,72.91,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2017,Female,15 years old and over,-,-,73.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2017,Male,15 years old and over,-,-,83.31,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,414,Kuwait,2017,Both sexes,15 years old and over,-,-,79.84,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2011,Female,15 years old and over,-,-,25.9,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2011,Male,15 years old and over,-,-,49.4,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2011,Both sexes,15 years old and over,-,-,37.03,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2014,Female,15 years old and over,-,-,32.91,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2014,Male,15 years old and over,-,-,62.41,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2014,Both sexes,15 years old and over,-,-,46.93,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2017,Female,15 years old and over,-,-,32.91,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2017,Male,15 years old and over,-,-,56.69,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,422,Lebanon,2017,Both sexes,15 years old and over,-,-,44.75,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,512,Oman,2011,Female,15 years old and over,-,-,63.53,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,512,Oman,2011,Male,15 years old and over,-,-,83.75,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,512,Oman,2011,Both sexes,15 years old and over,-,-,73.6,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,634,Qatar,2011,Female,15 years old and over,-,-,61.57,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,634,Qatar,2011,Male,15 years old and over,-,-,68.57,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,634,Qatar,2011,Both sexes,15 years old and over,-,-,65.88,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2011,Female,15 years old and over,-,-,15.23,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2011,Male,15 years old and over,-,-,72.72,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2011,Both sexes,15 years old and over,-,-,46.42,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2014,Female,15 years old and over,-,-,61.15,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2014,Male,15 years old and over,-,-,75.33,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2014,Both sexes,15 years old and over,-,-,69.41,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2017,Female,15 years old and over,-,-,58.17,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2017,Male,15 years old and over,-,-,80.54,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,682,Saudi Arabia,2017,Both sexes,15 years old and over,-,-,71.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,760,Syrian Arab Republic,2011,Female,15 years old and over,-,-,19.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,760,Syrian Arab Republic,2011,Male,15 years old and over,-,-,26.77,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,760,Syrian Arab Republic,2011,Both sexes,15 years old and over,-,-,23.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2011,Female,15 years old and over,-,-,47.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2011,Male,15 years old and over,-,-,68.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2011,Both sexes,15 years old and over,-,-,59.73,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2014,Female,15 years old and over,-,-,67.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2014,Male,15 years old and over,-,-,89.98,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2014,Both sexes,15 years old and over,-,-,83.74,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2017,Female,15 years old and over,-,-,76.42,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2017,Male,15 years old and over,-,-,92.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,784,United Arab Emirates,2017,Both sexes,15 years old and over,-,-,88.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2011,Female,15 years old and over,-,-,32.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2011,Male,15 years old and over,-,-,82.06,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2011,Both sexes,15 years old and over,-,-,57.6,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2014,Female,15 years old and over,-,-,44.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2014,Male,15 years old and over,-,-,69.16,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2014,Both sexes,15 years old and over,-,-,56.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2017,Female,15 years old and over,-,-,54.29,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2017,Male,15 years old and over,-,-,82.99,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,792,Turkey,2017,Both sexes,15 years old and over,-,-,68.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2011,Female,15 years old and over,-,-,1.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2011,Male,15 years old and over,-,-,6.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2011,Both sexes,15 years old and over,-,-,3.66,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2014,Female,15 years old and over,-,-,1.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2014,Male,15 years old and over,-,-,11.39,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Western Asia,887,Yemen,2014,Both sexes,15 years old and over,-,-,6.45,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2014,Female,15 years old and over,-,-,17.4,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2014,Male,15 years old and over,-,-,28.6,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2014,Both sexes,15 years old and over,-,-,22.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2017,Female,15 years old and over,-,-,25.98,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2017,Male,15 years old and over,-,-,26.01,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,104,Myanmar,2017,Both sexes,15 years old and over,-,-,25.99,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2011,Female,15 years old and over,-,-,3.71,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2011,Male,15 years old and over,-,-,3.6,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2011,Both sexes,15 years old and over,-,-,3.66,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2014,Female,15 years old and over,-,-,20.5,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2014,Male,15 years old and over,-,-,24.29,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2014,Both sexes,15 years old and over,-,-,22.17,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2017,Female,15 years old and over,-,-,21.53,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2017,Male,15 years old and over,-,-,21.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,116,Cambodia,2017,Both sexes,15 years old and over,-,-,21.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2011,Female,15 years old and over,-,-,19.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2011,Male,15 years old and over,-,-,19.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2011,Both sexes,15 years old and over,-,-,19.58,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2014,Female,15 years old and over,-,-,37.46,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2014,Male,15 years old and over,-,-,34.62,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2014,Both sexes,15 years old and over,-,-,36.06,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2017,Female,15 years old and over,-,-,51.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2017,Male,15 years old and over,-,-,46.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,360,Indonesia,2017,Both sexes,15 years old and over,-,-,48.86,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2011,Female,15 years old and over,-,-,26.16,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2011,Male,15 years old and over,-,-,27.44,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2011,Both sexes,15 years old and over,-,-,26.77,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 years old and over,-,-,31.87,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 years old and over,-,-,26.12,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,418,Lao People's Democratic Republic,2017,Both sexes,15 years old and over,-,-,29.06,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2011,Female,15 years old and over,-,-,63.1,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2011,Male,15 years old and over,-,-,69.22,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2011,Both sexes,15 years old and over,-,-,66.17,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2014,Female,15 years old and over,-,-,78.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2014,Male,15 years old and over,-,-,83.01,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2014,Both sexes,15 years old and over,-,-,80.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2017,Female,15 years old and over,-,-,82.48,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2017,Male,15 years old and over,-,-,87.92,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,458,Malaysia,2017,Both sexes,15 years old and over,-,-,85.34,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2011,Female,15 years old and over,-,-,33.71,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2011,Male,15 years old and over,-,-,19,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2011,Both sexes,15 years old and over,-,-,26.56,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2014,Female,15 years old and over,-,-,37.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2014,Male,15 years old and over,-,-,24.4,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2014,Both sexes,15 years old and over,-,-,31.29,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2017,Female,15 years old and over,-,-,38.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2017,Male,15 years old and over,-,-,30.02,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,608,Philippines,2017,Both sexes,15 years old and over,-,-,34.5,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2011,Female,15 years old and over,-,-,98.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2011,Male,15 years old and over,-,-,98.23,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2011,Both sexes,15 years old and over,-,-,98.22,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2014,Female,15 years old and over,-,-,96.07,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2014,Male,15 years old and over,-,-,96.64,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2014,Both sexes,15 years old and over,-,-,96.35,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
